id,feature_id,feature_name,product_type,product_version,is_directory,section,parent_feature_id,nf_support_map,applicable_nf,feature_type,definition,application_scenario,system_impact,restrictions,spec,standards,first_release_version,config_required,customer_value,has_overview
UDG:GWFD-020100,GWFD-020100,网络QoS管理基本功能,UDG,20.15.2,true,年费基本包-网络QoS管理基本包,,GGSN(2G&3G)=目录,,,,,,,,,,,,no_docs
UDG:GWFD-020101,GWFD-020101,支持Reflective QoS,UDG,20.15.2,false,年费基本包-网络QoS管理基本包,GWFD-020100,GGSN(2G&3G)=_; S/PGW-U(4G)=_; S/PGW-U(5G NSA)=_; UPF(5G)=M; NB-IoT=_,UPF,config_enable,Reflective QoS是指对满足条件的上行数据包，无需网络侧下发QoS rule，UE通过收到的下行数据包推演出对应的上行的QoS rule，相应将上行数据包映射到QoS flow上的机制。Reflective QoS适用于IP类型的PDU会话。,Reflective QoS机制适用于不需要保证带宽的业务，如网页浏览等。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23.501,20.0.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 减少信令开销，节省网络资源。 |
| 用户 | 用户不感知该特性。 |",yes
UDG:GWFD-020150,GWFD-020150,分布式网络,UDG,20.15.2,true,年费基本包-分布式解决方案基本包,,GGSN(2G&3G)=目录,,,,,,,,,,,,no_docs
UDG:GWFD-020151,GWFD-020151,支持CUPS架构,UDG,20.15.2,false,年费基本包-分布式解决方案基本包,GWFD-020150,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,SGW-U、PGW-U、UPF,protocol_base,随着智能终端快速普及，OTT（Over The Top）业务急剧增长，服务本地化、多样化的趋势愈来愈明显，传输资源消耗快速增长，对端到端的业务访问时延体验要求越来越高。传统的网关集中部署模式，已无法满足容量性能持续增长以及多样业务切片的需求。 CUPS（Control and User Plane Separation）架构即控制面与用户面分离架构，如 [图1](#ZH-CN_TOPIC_0194229056__fig1449571213390) 所示，通过提供SGW-C/PGW-C/SMF和SGW-U/PGW-U/UPF两种独立的NF形态实现控制面和用户面功能的分离，满足云化场景下控制面和用户面资源的不同要求。 **图1** EPC/5GC CUPS架构图 <br>,"![](GWFD-020151 支持CUPS架构_94229056.assets/zh-cn_image_0205719224.png)
![](GWFD-020151 支持CUPS架构_94229056.assets/zh-cn_image_0000001551348916.png)",本特性对系统无影响。,"- 不支持Non-3GPP接入。
- 不支持S4-SGSN接入。
- 仅支持与遵从3GPP R15及以上协议版本的Sx/N4接口交互。
- SGW-C/PGW-C/SMF和SGW-U/PGW-U/UPF设备必须同时为HUAWEI设备。","| 规格名称 | 规格指标 |
| --- | --- |
| 一个SGW-U/PGW-U/UPF最大对接SGW-C/PGW-C/SMF数（个） | 32 |",3GPP 23.214; 3GPP 29.244; 3GPP 29.501,20.0.0,false,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | - 用户面贴近用户地理位置，业务数据可通过本地的CDN（Content Delivery Network）传输，不经过骨干网，缩短传输路径，降低传输成本。<br>- 支持用户面单独部署某种业务，满足不同业务对网络带宽、时延和可靠性的不同要求，提升业务质量。<br>- 平滑向5G演进，保护投资，节省成本。<br>- 一个控制面可以管理多个用户面，简化运维和组网。 |
| 用户 | 享受低时延业务体验。 |",yes
UDG:GWFD-020152,GWFD-020152,支持SSC Mode1,UDG,20.15.2,false,年费基本包-分布式解决方案基本包,GWFD-020150,GGSN(2G&3G)=_; S/PGW-U(4G)=_; S/PGW-U(5G NSA)=_; UPF(5G)=M; NB-IoT=_,UPF,protocol_base,5G系统支持会话和业务的连续性SSC（Session and Service Continuity）。为了满足不同业务对连续性的不同要求，5G系统支持不同的SSC Mode，一个PDU会话的SSC Mode在该会话的生命周期里保持不变。SSC Mode1提供IP连续性，对于SSC Mode1的PDU会话，网络提供给UE的IP地址保持不变。,适用于IMS语音等对业务连续性有高要求的应用。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23.501; 3GPP 23.502,20.0.0,false,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 保障用户业务连续性。 |
| 用户 | 提升用户体验。 |",yes
UDG:GWFD-020153,GWFD-020153,支持SSC Mode2,UDG,20.15.2,false,年费基本包-分布式解决方案基本包,GWFD-020150,GGSN(2G&3G)=_; S/PGW-U(4G)=_; S/PGW-U(5G NSA)=_; UPF(5G)=M; NB-IoT=_,UPF,protocol_base,5G系统支持会话和业务的连续性SSC（Session and Service Continuity）。为了满足不同业务对连续性的不同要求，5G系统支持不同的SSC Mode，一个PDU会话的SSC Mode在该会话的生命周期里保持不变。SSC Mode2不提供IP连续性，在一个PDU会话中SMF请求UE释放原会话之后，重新建立一个新的到相同DN的PDU会话。,适用于网页浏览等对于业务连续性要求不高，允许业务出现短暂中断的应用。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23.501 V15.2.0; 3GPP 23.502 V15.2.0,20.0.0,false,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 对于允许业务出现短暂中断的应用，SSC mode2相对简单。 |
| 用户 | 业务在出现短暂中断后能正常接续。 |",yes
UDG:GWFD-020154,GWFD-020154,用户面负载信息上报,UDG,20.15.2,false,年费基本包-分布式解决方案基本包,GWFD-020150,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,SGW-U、PGW-U、UPF,config_enable,在SGW-C/PGW-C/SMF选择SGW-U/PGW-U/UPF时，例如在PDU会话建立流程中，SGW-C/PGW-C/SMF可以基于SGW-U/PGW-U/UPF上报的负载信息选择合适的SGW-U/PGW-U/UPF。,当SGW-C/PGW-C/SMF需要基于网元负载信息选择SGW-U/PGW-U/UPF时，为了避免多SGW-U/PGW-U/UPF间的负载不均衡，需部署此特性。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23.501; 3GPP 29.244,20.6.0,true,"| **受益方** | **受益描述** |
| --- | --- |
| 运营商 | SGW-C/PGW-C/SMF可以根据SGW-U/PGW-U/UPF上报的负载信息，优先选择负载低的SGW-U/PGW-U/UPF，避免负载不均，提高SGW-U/PGW-U/UPF资源利用率，保护投资，节约成本。 |
| 用户 | 用户不感知该特性。 |",yes
UDG:GWFD-020155,GWFD-020155,支持用户面集中配置,UDG,20.15.2,false,年费基本包-分布式解决方案基本包,GWFD-020150,GGSN(2G&3G)=_; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=_,SGW-U、PGW-U、UPF,config_enable,在5GC CU FullMesh场景下，多套UPF之间存在大量的公共配置，且多套UPF之间的公共配置要求保持一致。运维人员单独对每套UPF进行配置的工作量大，效率低，易出错。再加上一致性检测手段的缺乏，无法保证多套UPF间公共配置的正确性和一致性，从而影响核心网业务的开展。 针对上述情况，网管提供了用户面配置命令的集中化配置和核查功能，通过用户面集中配置组将多套UPF按域分组管理，简化管理复杂度。基于配置组集中化下发多套UPF之间海量公共配置类命令，提升运维效率。配置下发完成后，还基于配置组提供了多套UPF之间海量公共配置的一致性核查手段，协助运维人员及时发现误配少配等问题，保证网元配置数据的正确性和一致性。,"5GC CU FullMesh场景下，多套UPF之间存在大量的公共配置，且多套UPF之间的公共配置要求保持一致。为了简化管理复杂度，提升运维效率，保证配置正确性和一致性，通过UPF集中配置功能实现配置集中管理、下发和核查。
**图1** CU FullMesh场景
<br>
![](GWFD-020155 支持UPF集中配置特性概述_90995645.assets/zh-cn_image_0000001145076454.png)",本特性对系统无影响。,"- OM Portal单独下发公共配置高危无提示或限制。
- 存在配置的集中配置组中新增一个网元不会自动进行配置同步，需要人工进行公共配置单独导入。","| 规格名称 | 规格指标 |
| --- | --- |
| 支持创建的用户面集中配置组最大个数 | 32 |
| 一个用户面集中配置组中支持的网元最大个数 | 32 |
| 每个网元支持的公共配置域最大个数 | 8 |",,20.7.0,true,"| **受益方** | **受益描述** |
| --- | --- |
| 运营商 | - 集中化配置多套UPF之间海量的公共配置类命令，提升运维效率。<br>- 多套UPF按域分组管理，简化运维管理难度。<br>- 提供多套UPF之间海量公共配置的一致性核查手段，协助运维人员及时发现误配少配等问题，保证网元配置数据的正确性和一致性。 |
| 用户 | 用户不感知该特性。 |",yes
UDG:GWFD-020160,GWFD-020160,容灾功能,UDG,20.15.2,true,年费基本包-分布式解决方案基本包,,GGSN(2G&3G)=目录,,,,,,,,,,,,no_docs
UDG:GWFD-020161,GWFD-020161,CU Full Mesh组网,UDG,20.15.2,false,年费基本包-分布式解决方案基本包,GWFD-020160,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,SGW-U、PGW-U、UPF,config_enable,Full Mesh，全连接。CU Full Mesh组网指C面（Control Plane）网元（SMF/SGW-C/PGW-C）和U面（User Plane）网元（UPF/SGW-U/PGW-U）在N4/Sx接口全互联组网，支持多对多连接。任一C面网元可对接管理所有的U面网元，任一U面网元可归属连接于所有的C面网元，以此实现C面和U面网元部署的解耦。 **图1** Full Mesh组网图 <br>,5G或4/5G融合网络部署时，从部署可靠性考虑，推荐使用Full Mesh组网。,本特性对系统无影响。,"- UDG最大支持与64个SMF对接。
- Full Mesh组网下仅支持U面分配F-TEIDU。
- U面分配F-TEIDU以后，直到用户下线不会修改，即UDG不支持修改本端的F-TEIDU。
- Full mesh组网下仅支持UDG配置静态IP suit。
- 由于Full Mesh组网在N4/Sx接口对PFCP协议有流程和信元的私有扩展，因此要求对接的C面和U面网元必须为华为配套设备。
- 有用户在线时禁止修改F-TEID分配能力的配置，建议在无用户在线且锁定UDG的情况下进行，避免出现异常。","| 规格名称 | 规格指标 |
| --- | --- |
| UDG<br>支持对接的C面（SMF/SGW-C/PGW-C）网元规格 | 64个 |
| Full Mesh场景下PFCP偶联连接数最大规格 | 64个 |",3GPP 23.501; 3GPP 29.244,20.0.0,true,"| **受益方** | **受益描述** |
| --- | --- |
| 运营商 | - 高可靠性：任一C面或者U面网元故障，不影响Full Mesh内其余网元的正常工作，其余网元可接替故障网元继续工作。<br>- 高资源利用率：C面和U面组网完全解耦，C面网元故障不会影响U面网元的使用，任一U面网元都能参与到网络资源的分配中，假设网络中部署的U面设备为N台、总体容量冗余1台设备资源，则每台U面设备所需的冗余资源均为1/N。<br>- 灵活扩容：C面和U面完全解耦，支持弹性伸缩。在用户数增长而吞吐量未增长时，只需要单独扩容C面资源；当吞吐量增长而用户数未增长时，只需要单独扩容U面资源。 |
| 用户 | 享受高可靠性的组网带来的稳定的业务，用户体验良好。 |",yes
UDG:GWFD-020162,GWFD-020162,用户面会话过载控制,UDG,20.15.2,false,年费基本包-分布式解决方案基本包,GWFD-020160,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,SGW-U、PGW-U、UPF,config_enable,为了避免 UDG 上EPS承载/PDU会话残留导致资源浪费从而出现会话过载的情况，通过 UDG 向SGW-C/PGW-C/SMF发送Report核查消息清除残留EPS承载/PDU会话资源，达到控制用户面会话过载的目的。,当N4/Sx链路故障或其他原因导致用户去激活，SGW-U/PGW-U/UPF未收到SGW-C/PGW-C/SMF的去激活消息时导致用户的EPS承载/PDU会话资源残留时，该特性可以清除SGW-U/PGW-U/UPF上的残留EPS承载/PDU会话信息。,本特性对系统无影响。,UDG 上残留用户会话上下文期间又收到会话创建消息场景下，只有消息中携带IMSI，且该IMSI下的EPS承载/PDU会话个数超过配置设置的门限时才会触发Report消息核查。,本特性无特殊规格。,,20.3.2,true,"| **受益方** | **受益描述** |
| --- | --- |
| 运营商 | 提高用户接入的可靠性，清除残留EPS承载/PDU会话资源，保证用户接入数量。 |
| 用户 | 用户不感知该特性。 |",yes
UDG:GWFD-020250,GWFD-020250,VoLTE基本功能,UDG,20.15.2,true,年费基本包-语音基本包,,GGSN(2G&3G)=目录,,,,,,,,,,,,no_docs
UDG:GWFD-020251,GWFD-020251,VoLTE基础语音业务,UDG,20.15.2,false,年费基本包-语音基本包,GWFD-020250,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=_; NB-IoT=_,SGW-U、PGW-U,config_enable,随着移动宽带网络的演进，移动语音正在从软交换向移动宽带语音的方向发展。无线侧从GERAN/UTRAN演进到LTE，核心网从CS（Circuit Switched）向IMS（IP Multimedia Subsystem）演进。华为 UDG 支持将用户终端接入IMS网络，使得运营商能够为用户提供丰富多彩的基于Internet应用统一的多媒体业务和应用，如语音业务、实时多媒体业务和视频会议等。,VoLTE基础语音业务特性在LTE网络中，语音业务从CS域切换至PS域。,本特性对系统无影响。,目前暂不支持网络侧发起专有承载创建作为IMS信令上下文的场景。,"| 规格名称 | 规格指标 |
| --- | --- |
| 每APN支持IMS静态filter数（个） | 8 |",3GPP 33.178; 3GPP 29.060; 3GPP 29.213; 3GPP 23.214; 3GPP 29.244,20.0.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 运营商可以使用<br>UDG<br>接入IMS网络，为用户提供IMS业务。 |
| 用户 | 用户可以享受IMS网络提供的业务。 |",yes
UDG:GWFD-020252,GWFD-020252,SRVCC,UDG,20.15.2,false,年费基本包-语音基本包,GWFD-020250,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=_; NB-IoT=_,SGW-U、PGW-U,config_enable,SRVCC（Single Radio Voice Call Continuity）为单语音呼叫持续。在LTE网络部署初期，LTE网络未完全覆盖，当VoLTE用户移动到了LTE未覆盖到的区域，语音业务则需要切换到CS网络（无线侧为GSM/UMTS），SRVCC可以保证在网络切换过程中，正在进行的语音业务不中断。 eSRVCC（enhanced SRVCC）是对SRVCC的增强。相对于SRVCC，eSRVCC优化了组网，通过设定信令面和媒体面锚点，使整个切换时延更短，提升了用户体验。因eSRVCC与SRVCC的差异主要在核心网，这里不区分介绍，SRVCC即代表SRVCC/eSRVCC。 **图1** SRVCC切换 <br>,SRVCC业务主要应用在混合组网的网络中，在LTE网络部署初期，只在部分地区有网络存在，当用户从LTE网络漫游到只有GSM/UMTS网络区域时，原有的LTE网络语音接入就需要切换到GSM/UMTS网络中。SRVCC保证了切换的过程中用户语音业务不中断，提高运营商服务质量。,本特性对系统无影响。,"- 仅支持PS域到CS域的切换，切换后，不支持CS域到PS域的切换。
- 仅支持LTE到GSM/UMTS的切换。
- 仅支持语音业务的切换。
- 对于语音切换场景，建议采用流量计费，因为语音切换到CS域后，用户的承载并没有删除。在语音通话中，用户没有使用数据业务，也会被收费。",本特性无特殊规格。,3GPP 23.216; 3GPP 23.401; 3GPP 23.402; 3GPP 23.237; 3GPP 24.237; 3GPP 29.280; 3GPP 29.292; 3GPP 23.292; 3GPP 24.292; 3GPP 23.060; 3GPP 29.272; 3GPP 23.214; 3GPP 29.244,20.0.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 实现语音业务从LTE网络到GSM/UMTS网络的无缝切换，有助于实现灵活的组网，降低运营成本。 |
| 用户 | 业务无中断，有良好的用户体验，提升对运营商的满意度。 |",yes
UDG:GWFD-020253,GWFD-020253,P-CSCF故障时IMS业务恢复,UDG,20.15.2,false,年费基本包-语音基本包,GWFD-020250,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=_; NB-IoT=_,PGW-U、UPF,config_enable,UDG 采用ICMP的方式，周期性的检测P-CSCF状态，当检测到 UDG 与P-CSCF链接状态异常时， UDG 会上报链接异常告警给SGW-C/PGW-C，SGW-C/PGW-C将一对状态正常的P-CSCF地址推送给MS/UE，MS/UE从中选择一个P-CSCF地址，重新发起IMS业务，从而保证IMS业务自动恢复。,P-CSCF是PS域接入IMS域的第一个网络节点。由于 UDG 与P-CSCF设备之间缺少心跳探测消息，用户业务出现故障后，运营商不能及时发现问题和处理问题，所以需要有一种状态探测机制来提醒运营商的运维人员。为了保证用户的IMS业务能够及时恢复， UDG 提供一种故障自处理功能，缩短IMS业务的中断时长。,IMS业务恢复特性只对P-CSCF进行状态扫描，根据扫描结果判断是否给MS/UE发送P-CSCF地址列表更新消息，对系统影响可忽略。,UDG 检测P-CSCF的状态仅能检测到传输层链路状态，无法检测到上层应用层故障。如果 UDG 与P-CSCF之间部署有防火墙，要求防火墙允许ICMP echo报文通过。,"| 规格名称 | 规格指标 |
| --- | --- |
| 支持的IP Farm个数（整机） | 64 |
| 每个IP Farm中支持的IP地址个数（整机） | 512 |",3GPP 29.212; 3GPP 29.214; 3GPP 23.214; 3GPP 29.244,20.2.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 及时发现<br>UDG<br>与P-CSCF之间的链接故障，并且<br>UDG<br>主动采取故障处理措施，减少业务中断时间，减少用户投诉。 |
| 用户 | 及时恢复IMS业务，提升用户体验。 |",yes
UDG:GWFD-020254,GWFD-020254,VoLTE业务快速恢复,UDG,20.15.2,false,年费基本包-语音基本包,GWFD-020250,GGSN(2G&3G)=_; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=_; NB-IoT=_,SGW-U、PGW-U,config_enable,随着LTE网络的普及，语音业务会逐步从CS域切换到PS+IMS域。一旦PS网元故障，将会导致用户的语音业务中断，如果运维人员不及时处理故障，UE有可能长时间中断被叫语音业务，影响用户的业务体验。解决故障的关键在于尽快让UE重新附着PS网络。该特性让UE快速附着PS网络，降低MME/SGW-C/PGW-C/SGW-U/PGW-U故障对语音业务的影响。,"| 是否部署特性 | PGW-C故障/重启场景 | PGW-U故障/重启场景 | SGW-C故障/重启场景 | SGW-U故障/重启场景 | MME故障/重启场景 |
| --- | --- | --- | --- | --- | --- |
| 未部署该特性 | VoLTE用户的主被叫业务都会被中断，如果维护人员不进行故障恢复，语音业务不会自动恢复。 | VoLTE用户的主被叫业务都会被中断，将会多次呼叫不通。 | 对于主叫用户需要拨打两次，才能成功；对于被叫用户在SGW-C未重选之前无法恢复。 | 对于主叫用户需要拨打两次，才能成功；对于被叫用户在SGW-C和SGW-U未重选之前无法恢复。 | MME故障/重启时，SGW-C会通知PGW-C/SGW-U删除用户的承载，删除承载后，用户的语音业务中断。- MME故障场景下，如果空闲态VoLTE UE有上行MM信令时，该UE会附着到其他MME从而完成VoLTE业务的恢复；在此之前VoLTE被叫业务一直无法恢复。<br>- MME重启场景下，VoLTE主叫业务需要在第二次成功，在VoLTE UE重新接入网络前，VoLTE被叫业务无法恢复。对于一直无上下行数据的UE，VoLTE被叫业务中断时长为周期性TAU定时器时长。 |
| 部署该特性 | 语音业务最长在30分钟之内自动恢复。 | 用户重新上线，二次呼叫成功。 | 可以保证VoLTE主被叫业务一次成功。 | 对于主叫用户会重新上线，二次呼叫成功；对于被叫用户业务一次成功。 | 可以保证VoLTE主被叫业务一次成功。 |",在SGW-C故障/重启场景下，PGW-U会保留语音业务承载，会占用承载资源，具体影响跟保留的语音承载数量有关。,"- 漫游用户不支持故障恢复功能。
- MME/SGW-C故障场景下，SGW-C/PGW-C保留承载，保留承载期间，业务中断，如果采用时长计费，用户还会被计费，建议PS核心网不部署时长计费。
- 该特性不适用于PGW和MME同时故障的场景。
- 所有加入到MME pool/SGW pool的设备，都必须开启VoLTE业务快速恢复特性。
- 不支持SGW-U/PGW-U故障/重启时由SGW-C/PGW-C选择其它SGW-U/PGW-U（重启时可能选择原SGW-U/PGW-U）重建上下文。
- SGW-U故障重启场景主叫二次恢复依赖于SGW-C给MME返回MBR的失败响应时MME会删除PDN连接并且PDN连接删除后UE能重建PDN连接。
- N4接口的N3T3时间应小于S5接口的N3T3时间。",该特性不涉及特性规格。,3GPP TS 23.007,20.6.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | - 减少网络故障和操作维护对VoLTE语音业务的影响，增强VoLTE语音可靠性，提升运营商的服务质量。<br>- 在IMS语音业务中断的情况下，快速恢复语音业务，减少用户投诉。 |
| 用户 | 缩短语音业务中断时间，提升用户体验。 |",yes
UDG:GWFD-020280,GWFD-020280,VoNR基本功能,UDG,20.15.2,true,年费基本包-语音基本包,,GGSN(2G&3G)=目录,,,,,,,,,,,,no_docs
UDG:GWFD-020281,GWFD-020281,VoNR基础语音业务,UDG,20.15.2,false,年费基本包-语音基本包,GWFD-020280,GGSN(2G&3G)=_; S/PGW-U(4G)=_; S/PGW-U(5G NSA)=_; UPF(5G)=M; NB-IoT=_,UPF,config_enable,当VoNR（Voice over NR）终端通过SA接入5G网络进行语音业务时，本特性采用基于IMS网络的语音方案，通过NR网络实现端到端的基于分组域的语音、视频等服务。VoNR基础语音业务是5G网络的目标语音方案。,"语音业务是通信网络的基本诉求，在5G建设初期，5G基站覆盖和5G终端渗透率均不高，SA组网下的语音业务通过EPS Fallback解决方案从NR网络回落到LTE网络，相应数据业务也在LTE网络进行。一方面会造成语音呼叫建立时延变长，另一方面基于LTE网络的数据业务速率相对于NR网络会降低。
随着5G的规模部署，可支持采用VoNR语音解决方案来解决上述问题。支持NR用户基于NR网络直接进行语音业务，无需回落到LTE网络，从而获得更高质量的语音业务体验和更高速率的数据业务体验。",本特性对系统无影响。,"- 本特性暂不支持Non-3GPP接入进行VoNR语音业务。
- 本特性不支持VoNR国际漫游。",本特性不涉及特性规格。,3GPP 23501 v15.2.0; 3GPP 23502 v15.2.0,20.6.0,true,,yes
UDG:GWFD-020282,GWFD-020282,EPS Fallback,UDG,20.15.2,false,年费基本包-语音基本包,GWFD-020280,GGSN(2G&3G)=_; S/PGW-U(4G)=_; S/PGW-U(5G NSA)=_; UPF(5G)=M; NB-IoT=_,UPF,config_enable,EPS Fallback（Evolved Packet System Fallback）是指在无线网络没有部署VoNR（Voice over NR，NR网络语音业务），当UE从5G网络接入时，允许其在IMS域注册，但是当UE要进行通话时，会通过切换或者重定向的方式回落到4G网络通过VoLTE进行通话。它是VoLTE向VoNR演进的过渡语音方案。,"运营商在无线网络不部署VoNR的情况下，并且需要提供语音解决方案时开通本特性。
为了支持5G和LTE网络间的语音业务互操作，需要对EPC和5GC部分网元功能进行融合部署，包括SMF与PGW-C融合，UPF与PGW-U融合；UDM与HSS融合；PCF与PCRF融合。
UDG 产品主要用于实现组网中UPF、SGW-U、PGW-U功能。
EPS Fallback典型组网如 [图1 EPS Fallback典型组网](#ZH-CN_CONCEPT_0176543852__fig88882114541) 。图例中为标准场景的BSF独立部署。
**图1** EPS Fallback典型组网
<br>
![](GWFD-020282 EPS Fallback特性概述_76543852.assets/zh-cn_image_0000001169185355.png ""点击放大"")",本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23501; 3GPP 23502,20.0.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | - 有助于实现灵活的组网，降低运营成本。<br>- 最大化利用现有LTE网络的覆盖和业务质量等资源，保护运营商的投资利益最大化。 |
| 用户 | 用户可以使用同一个终端享用5G高速数据业务和LTE网络的高质量语音业务，得到最佳业务体验。 |",yes
UDG:GWFD-020300,GWFD-020300,智能计费基本功能,UDG,20.15.2,true,年费基本包-智能策略控制&计费基本包,,GGSN(2G&3G)=目录,PGW-U,config_enable,在线计费是 UDG 对移动数据用户使用网络资源进行实时计费的功能。当用户发起数据业务时，OCS将用户账户金额转换成流量、时间通过PGW-C下发给PGW-U，用户访问业务的过程中，OCS实时跟踪配额的使用情况，配额耗尽时终止业务。,网络中规划通过OCS进行实时的用户配额管理，保障用户的计费信息及时、准确的上报给计费中心。,本特性对系统无影响。,"- UDG 不支持enhanced-ECUR、IEC模式的事件计费功能。
- UDG 不支持紧耦合功能。
- UDG的Credit Pooling功能仅对Gy接口生效。当前Credit Pooling功能仅支持流量计费，且不支持不同权重处理。",本特性无特殊规格。,3GPP 23.502; 3GPP 29.244,20.0.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | - 对用户访问网络资源进行实时计费，降低用户欠费风险。<br>- 根据用户使用数据业务的信息，运营商可以对用户进行精确收费；也可以为运营商之间的结算或运营商与ISP（Internet Service Provider）之间的结算提供依据。 |
| 用户 | 用户不感知该特性。 |",yes
UDG:GWFD-020301,GWFD-020301,内容计费基本功能,UDG,20.15.2,false,年费基本包-智能策略控制&计费基本包,GWFD-020300,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=_,SGW-U、PGW-U、UPF,config_enable,随着数据业务技术的不断发展，内容和应用不断丰富，简单的流量和时长的计费模式已经无法适应无线数据业务的飞速发展，数据业务给运营商所带来的收益还没有随着业务的发展而有本质性的提高。为了拓展更大的业务利润，运营商正逐步向粒度更加丰富的计费模型发展，基于业务的计费（即内容计费）是迈向基于价值的计费模型的关键一步。对终端用户的业务进行解析使得运营商能对所使用的各种数据内容和应用进行计费，从而实现业务的增值。 内容计费，即基于业务的计费，是一种通过包过滤和分析技术识别出用户上下行数据的业务类型，并针对不同的业务实施不同费率的计费方法，可通过在线计费系统、离线计费系统或融合计费系统实现。,当运营商希望区分用户数据流中的内容所属的业务类型，从而配以不同的资费标准，向用户收取不同的资费时，可部署本特性。,三四层（TCP/IP层）解析处理对系统吞吐量影响较小，七层（应用层）解析处理对系统吞吐量影响较大。需要进行三四层或七层解析的报文越多，系统吞吐量下降越明显。,"- UDG 支持协议特征库定期在线升级以保证可以解析出最新的协议类型，设备的协议解析能力会不断变化，请联系华为一线人员获取详细信息。
- 内容计费特性不包含对加密协议报文的解析功能，例如SSL（Security Socket Layer）、FTPS（File Transfer Protocol Over SSL）报文。
- 当网络中部署iCache并采用旁路方案时，由于数据流会重定向到iCache，导致 UDG 无法获取原业务数据包的URL和目的IP地址。 UDG 本地配置的内容计费规则无法匹配原数据流的RG，使得内容计费不准确（包括七层和三四层内容计费）。",本特性无特殊规格。,3GPP 23.502; 3GPP 29.244,20.0.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | - 基于用户访问的具体业务进行收费，实现了基于业务的精细化、差异化计费能力。<br>- 运营商可以针对不同的用户应用增加套餐的种类，以覆盖更广阔的用户群。<br>- 内容计费可以区分用户所应用的业务，帮助运营商了解用户应用取向。<br>- 部分业务如MMS（Multimedia Messaging Service）会在业务网关进行计费，也会在移动网络网关进行计费，这样会出现重复计费问题。在移动网络上实施基于内容的计费方案可以解决重复计费问题。 |
| 用户 | 了解消费情况，为话单核对提供依据。 |",yes
