id,feature_id,feature_name,product_type,product_version,is_directory,section,parent_feature_id,nf_support_map,applicable_nf,feature_type,definition,application_scenario,system_impact,restrictions,spec,standards,first_release_version,config_required,customer_value,has_overview
UNC:WSFD-011135,WSFD-011135,N2接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,,AMF,config_enable,N2接口是5G系统中(R)AN和AMF之间的控制面接口，N2接口的信令连接功能为无线网络信令提供可靠的传输。,"[图1](#ZH-CN_CONCEPT_0160375169__fig1) 是5G系统服务化架构接口图。AMF通过N2接口与无线接入网络(R)AN连接。N2接口提供UE与AMF之间的会话管理、移动性管理和安全等功能，同时提供无线连接管理功能、寻呼等功能。
**图1** 5G系统服务化架构接口图
<br>
![](WSFD-011135 N2接口_60375169.assets/zh-cn_image_0160374831.png)",本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 33.501; 3GPP 38.413,20.0.0,true,运营商 N2接口基于3GPP标准实现，可以实现AMF与不同厂家的gNodeB设备对接。 用户 用户不感知该特性。,yes
UNC:WSFD-011136,WSFD-011136,N4接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,,GGSN、SGW-C、PGW-C、SMF,config_enable,N4接口是5G系统中SMF与UPF之间的接口，用于传输SMF/SGW-C/PGW-C/GGSN-C和UPF/SGW-U/PGW-U/GGSN-U间的控制面及用户面信息，通过该接口使控制面和用户面配合完成用户面规则下发和隧道建立功能。,"[图1](#ZH-CN_CONCEPT_0160375102__fig1) 是5G系统服务化架构接口图。N4接口是SMF与UPF之间的接口，用于传输SMF和UPF间的控制面信息及用户面信息。
**图1** 5G系统服务化架构接口图
<br>
![](WSFD-011136 N4接口_60375102.assets/zh-cn_image_0160374752.png)",本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23.502; 3GPP 29.244,20.0.0,true,运营商 UNC<br>的N4接口基于3GPP标准实现，可以实现SMF与不同厂家的UPF设备对接。 用户 用户不感知该特性。,yes
UNC:WSFD-011137,WSFD-011137,N26接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,,MME、AMF,config_enable,N26接口是AMF与MME之间的接口，提供AMF与MME之间的信令消息隧道，用于协助完成5G网络和LTE网络之间的互操作。,"[图1](#ZH-CN_CONCEPT_0166406522__fig202471617239) 是LTE网络与5G互通组网图。N26接口提供AMF和MME之间的信令消息隧道，用于UE在LTE和5G网络间的重选、切换流程传递信息。
**图1** LTE与5G互通组网图
<br>
![](WSFD-011137 N26接口_66406522.assets/zh-cn_image_0166439431.png)
N26接口支持IPv4/IPv6双栈。",本特性对系统无影响。,"- 该特性不支持无PDN的EPS与5GS互操作。
- 该特性不支持NB-IoT用户的EPS与5GS互操作。
- 该特性暂不支持Non-IP PDN， Ethernet /Unstructured PDU Session Type的EPS与5GS互操作。
- 该特性不支持通过Non-3gpp接入5G网络的5G用户向LTE网络进行重选或切换。",本特性无特殊规格。,3GPP 29274; 3GPP 23.502; 3GPP 23.503,20.0.0,true,运营商 - 在现有LTE网络的基础上，可以逐步引入5G网络满足人们快速增长的无线数据业务需求，实现从LTE网络到5G网络的平滑演进。<br>- 保护LTE网络的已有投资，充分发挥4、5G网络的性能，提供更丰富的业务体验。 用户 保障在LTE和5G网络之间业务切换的连续性，提升用户的网络体验。,yes
UNC:WSFD-011138,WSFD-011138,服务化接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,,AMF、SMF、NRF,config_enable,5G系统架构为服务化架构，功能由不同NF（Network Function）提供， NF间相互独立，可以按需部署。 5G系统控制面所有NF之间交互采用服务化接口（Service Based Interface），NF的同一种服务可以通过NF的服务化接口被其他多种NF调用，NF间通过调用彼此的服务化接口实现相应功能。,适用于5G网络。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 29.500; 3GPP 29.501; 3GPP 29.502; 3GPP 29.503; 3GPP 29.507; 3GPP 29.508; 3GPP 29.509; 3GPP 29.512; 3GPP 29.518; 3GPP 29.531; 3GPP 29540; 3GPP 32290,20.0.0,true,运营商 采用服务化接口，NF之间接口耦合度低，可以根据整网功能按需组合NF，灵活支持不同的业务场景和需求。 用户 用户不感知该特性。,yes
UNC:WSFD-011139,WSFD-011139,L2/L3跟踪,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,,SGSN、MME、GGSN、SGW-C、PGW-C、AMF、SMF、NRF,config_enable,UNC 支持对基于ARP、ND、OSPF、BGP、BFD等底层L2/L3路由协议报文的跟踪。,在NF对接调测过程中往往需要对基于底层协议的报文进行观测，通过本特性可对基于L2/L3协议的报文进行跟踪，观测底层路由的连通情况，快速进行链路问题的定界定位。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.0.0,true,运营商 运维人员可以通过对基于L2/L3协议报文的跟踪观测NF间对接是否有异常，以便快速处理相关故障。 用户 用户不感知该特性。,yes
UNC:WSFD-011140,WSFD-011140,Single IP,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,,SGSN、MME、GGSN、SGW-C、PGW-C、AMF、SMF、NRF,config_enable,Single IP是指 UNC 的每种业务逻辑接口都可以采用整系统的业务IP，有效减少了业务IP地址数量，并实现业务处理的负载均衡。UNC的业务逻辑接口详细请参考 [业务组网与逻辑接口介绍](../../../初始配置/UNC初始配置与调测/了解组网架构与原理/业务组网与逻辑接口介绍_96206590.md) ，,本特性应用于将业务IP地址配置为整系统IP地址，实现业务处理的负载均衡。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.0.0,true,运营商 业务接口需要的IP地址数量少，降低了组网复杂性，方便了接口的配置和维护工作。 用户 用户不感知该特性。,yes
UNC:WSFD-011141,WSFD-011141,支持NETCONF,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,,SGSN、MME、GGSN、SGW-C、PGW-C、AMF、SMF、NRF,config_enable,NETCONF（Network Configuration Protocol）是基于可扩展标记语言XML（Extensible Markup Language）的网络配置和管理协议，并使用简单的基于RPC（Remote Procedure Call）机制实现客户端和服务器之间通信。 NETCONF提供了一种通过运行网络管理软件的中心计算机（即网络管理工作站）来远程管理和监控设备的方法。,网管以对象模型为中心提供设备配置管理的能力。配置接口支持华为标准南向接口Netconf协议。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,IETF RFC 4741; IETF RFC 4742; IETF RFC 6241; IETF RFC 6242; IETF RFC 5277; IETF RFC 6536; 3GPP 23.214; 3GPP 29.244,20.0.0,true,运营商 - NETCONF协议以XML格式定义消息，运用RPC机制修改配置信息，这样既能方便管理配置信息，又能满足来自不同制造商设备之间的互操作性。<br>- 可减少由于人工配置错误引起的网络故障。<br>- 可提高使用配置工具升级系统软件的效率。<br>- 扩展性好，不同制造商设备可以定义自己的协议操作，以实现独特的管理功能。 用户 用户不感知该特性。,yes
UNC:WSFD-011144,WSFD-011144,支持与SEPP对接,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,,AMF、SMF、NRF,config_enable,SEPP（Security Edge Protection Proxy）安全边缘保护代理，作为5G信令网边界网关提供拓扑隐藏、安全防护等功能。5GC国际漫游场景下需要部署SEPP，AMF、SMF、NRF通过与SEPP对接，实现跨PLMN间NF注册、发现等NF交互流程的信令汇聚、拓扑隐藏和安全防护。,5GC国际漫游场景下部署SEPP，提供跨PLMN间NF交互流程的信令汇聚、拓扑隐藏和安全防护。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23.501; 3GPP 23.502; 3GPP 29.502; 3GPP 29.510; 3GPP 29.573,20.8.2,true,运营商 - 简化5GC国际漫游组网的对接，快速实现信令适配，提升5GC国际漫游场景下的运维效率。<br>- 信令加密，拓扑隐藏，增强5GC国际漫游场景下的安全性。 用户 用户不感知该特性。,yes
UNC:WSFD-011200,WSFD-011200,计费管理,UNC,20.15.2,true,UNC业务基本特性,,,,,,,,,,,,,,no_docs
UNC:WSFD-011201,WSFD-011201,支持离线计费,UNC,20.15.2,false,UNC业务基本特性,WSFD-011200,,SGSN、GGSN、SGW-C、PGW-C,business_policy,离线计费是一种非实时的计费方式，SGSN/GGSN-C/SGW-C/PGW-C将GGSN-U/SGW-U/PGW-U上报的移动用户的计费信息（如时长、流量、事件等）按照一定的计费规则格式化为话单，通过Ga接口将话单消息发送到CG（Charging Gateway）。CG完成话单的存储、标准化等预处理工作，并将标准计费数据送到BS（Billing System）作最终处理。,对用户进行离线计费时，可以在 UNC 上启用离线计费功能。,本特性对系统无影响。,"- UNC支持最多与32个CG对接。
- CG支持的话单版本字段需要与UNC的话单版本字段支持能力一致。","| 规格名称 | 规格指标 |
| --- | --- |
| 支持<br>[**ADD CHGIMSICFG**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/计费管理/IMSI计费配置/增加IMSI计费配置(ADD CHGIMSICFG)_26145384.md)<br>控制S-CDR话单生成的配置命令个数 | 2,048 |
| 支持<br>[**ADD CHGPLMNCFG**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/计费管理/PLMN计费配置/增加PLMN计费配置(ADD CHGPLMNCFG)_72225071.md)<br>控制S-CDR话单生成的配置命令个数 | 1,500 |
| 整系统话单缓存能力（天） | 7 |
| 最多支持对接的CG个数 | 32 |",3GPP 23.502; 3GPP 29.244; 3GPP 32.298; 3GPP 32.251; 3GPP 23.214,20.3.0,true,运营商 - 根据用户使用数据业务的信息，运营商可以对终端用户进行精确收费；也可以为运营商之间的结算或运营商与ISP之间的结算提供依据。<br>- 通过控制是否生成数据业务话单，以及配置部分话单的产生频率，运营商可以方便地控制话单的生成，并有效减少计费网关CG及计费中心BS的负荷。<br>- 运营商可以配置话单中是否包含特定信息，以制定灵活的计费方案。<br>- 运营商可以针对不同类型的用户，如本地用户、漫游用户和拜访用户，指定不同的话单生成方式。<br>- 话单中记录的用户业务使用情况，可以帮助运营商分析用户的使用行为和习惯，为制定运营策略提供依据。 用户 记录用户使用数据业务的详细情况，便于核查消费情况。,yes
UNC:WSFD-011202,WSFD-011202,支持热计费功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-011200,,GGSN、SGW-C、PGW-C,business_policy,热计费是一种特殊的离线计费，具有普通离线计费的所有功能，只是CG会优先处理热计费标志的话单，话单产生速度比普通离线计费话单更快。 热计费与普通计费的话单的区别仅在于话单的计费属性字段chargingCharacteristics不同： - 热计费话单的计费属性字段chargingCharacteristics为hotbilling（0x0100）。 - 普通计费话单的计费属性字段chargingCharacteristics为normal（0x0800）。,"对于运营商，有时会面临如下风险：
- 部分用户的话务较多，无法及时扣费，造成用户欠费通话。
- 网络状况不佳的情况下，话务较多的用户的费用扣除不及时。
- 部分用户有故意欺诈的行为。
对于此类场景，应用热计费功能可以实现将话单实时传送给计费中心处理，保障运营商的利益。",热计费功能对话单的产生速度有一定要求，对系统的性能会有影响，需要在全网规划中合理设置话单产生阈值。,本特性无应用限制。,本特性无特殊规格。,3GPP 32.015,20.3.0,true,运营商 热计费的话单产生速度更快，可以降低欠费风险。 用户 用户不感知该特性。,yes
UNC:WSFD-011206,WSFD-011206,支持融合计费,UNC,20.15.2,false,UNC业务基本特性,WSFD-011200,,SMF,business_policy,计费用于运营商统计用户对网络资源的占用情况并收取费用。 2/3/4G网络中，计费分为在线计费和离线计费，两者使用不同的接口和网元，主要区别在于在线计费实时更新账户余额，当余额耗尽时可以停止业务；而离线计费不实时更新账户余额，因而不会实时影响业务。在线计费和离线计费因此又分别称为实时计费和后计费。 5G网络中引入了融合计费，即SMF与CHF（Charging Function）间通过统一的Nchf接口和融合计费服务进行实时计费和后计费，实现2/3/4G网络中在线计费和离线计费的功能，从而简化网络，灵活支持不同的业务场景和需求。,网络中部署了CHF时，可以使用本特性。,本特性对系统无影响。,"- 不支持多UPF场景共享在线计费RG配额的功能。
- 5G融合计费，同一个计费会话内，同一RG的在线、离线属性应该唯一，在Nchf接口中同一个RG要么为在线RG，要么为离线RG，同一RG无法同时按在线、离线进行计费。",本特性无特殊规格。,3GPP 23.501; 3GPP 23.502; 3GPP 23.503; 3GPP 29.512; 3GPP 32.240; 3GPP 32.255; 3GPP 32.290; 3GPP 32.291; 3GPP 32.298; 3GPP 29.244,20.0.0,true,运营商 - 支持服务化的架构和接口，降低接口定义的耦合度，灵活支持不同的业务场景和需求。<br>- 支持在线、离线计费统一接口和控制，简化网络，降低消息数量。 用户 - 可以选择更为多样化的资费方案。<br>- 能够体会到更灵活的带宽控制带来的良好上网感受。,yes
UNC:WSFD-011300,WSFD-011300,系统管理,UNC,20.15.2,true,UNC业务基本特性,,,,,,,,,,,,,,no_docs
UNC:WSFD-011301,WSFD-011301,基于原因值的UE行为调整,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,AMF,config_enable,当用户接入5G网络，当系统内部以及周边网元异常导致流程失败时，AMF可以控制给终端下发的原因值以调整终端的行为，辅助运营商实现对现网设备兼容性控制的需求。,"系统内部及周边网元异常场景主要包括：
- 系统内部异常（例如：配置/链路错误）导致的流程失败。
- 周边网元响应消息超时导致的流程失败。
- 周边网元返回拒绝消息并携带具体原因值导致的流程失败。",本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 24.501,20.3.0,true,运营商 实现对不同厂家设备之的兼容，确保终端后续流程正常进行，降低客户投诉。 用户 用户不感知该特性。,yes
UNC:WSFD-011302,WSFD-011302,分区域网络运维,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,MME,config_enable,分区域网络运维是指 UNC 支持自动对TAI（Tracking Area Identity）组的性能对象进行统计，从而简化运营商对TAI性能对象的操作维护，并有利于运营商及时获取TAI性能对象的变更。,当运营商需要按照地市进行业务统计或者需要观测TAI对象性能指标时，可以使用此功能实现对系统自动、实时的TAI组对象性能统计。,本特性对系统无影响。,系统最多统计1500个TAI组对象的数据，一个TAI只能加入到一个TAI组。 UNC 初始运行默认将一个TAI作为一个TAI组进行性能统计，此时系统最多仅能统计1500个TAI的数据。,"| 规格名称 | 规格指标 |
| --- | --- |
| 系统创建TAI组个数 | 1500 |",,20.0.0,true,运营商 - TAI划分到TAI组中，方便运营商进行区域性能统计。<br>- 系统缺省为每个TAI自动创建TAI组性能统计对象，简化运营商对TAI性能对象的维护操作，节省维护成本。<br>- 有利于运营商及时获取TAI性能对象的变更。 用户 无。,yes
UNC:WSFD-011303,WSFD-011303,基于IMEI的LTE差异化服务,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,MME,config_enable,基于IMEI的LTE差异化服务功能是指MME在获取终端IMEISV后通过S1接口将IMEISV以“Masked IMEISV”信元形式发送给eNodeB，便于eNodeB制定基于终端的类型、软件版本的控制策略，从而实现对不同终端的差异化控制。,运营商希望在LTE网络实现对某些终端进行差异化控制，以提升网络KPI，提高用户满意度时建议开启本特性。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 36.413,20.0.0,true,运营商 可以基于终端的类型、软件版本对不同的终端做差异化控制，实现网络KPI提升。 用户 用户不感知该特性。,yes
UNC:WSFD-011304,WSFD-011304,峰值LICENSE控制,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,All,config_enable,当License资源出现过载时，系统并不会立即限制用户业务对资源的使用，而是根据连续过载累计次数以及一年内出现连续过载的频率来综合决策对License资源的使用限制，实现对License资源的峰值控制，同时也为用户扩容License资源预留缓冲时间。,License资源过载场景下控制用户对License资源的使用峰值，运营商可根据License过载情况决策是否扩容License资源。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.0.0,true,运营商 获得足够的License资源扩容时间。 用户 用户不感知该特性。,yes
UNC:WSFD-011305,WSFD-011305,Radius鉴权接入,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,GGSN、PGW-C、SMF,config_enable,UNC 支持多种接入方式将用户接入PDN：透明接入、非透明接入、透明鉴权接入和本地鉴权接入。,"- 透明接入适用于用户访问运营商的网络，运营商不对用户权限和计费作要求的场景。
- 非透明接入适用于用户访问ISP（Internet service provider）或者企业网，ISP或者企业网要对用户权限有要求，并对用户进行计费。
- 透明鉴权接入适用于用户访问运营商的网络，运营商使用统一的用户名和密码为用户鉴权和计费。用户在没有输入用户名和密码或者输入有误的情况下仍能保证用户接入。
- 本地鉴权接入适用于用户访问ISP或者企业网，在没有部署AAA鉴权服务器的情况下，仍然可以提供简单鉴权功能，满足ISP或者企业网要对用户权限有要求。",本特性对系统无影响。,PPP（Point-to-Point Protocol）用户暂不支持本地鉴权功能。,本特性无特殊规格。,3GPP 23.060; 3GPP 29.060; 3GPP 29.061; 3GPP 24.008; 3GPP 23.214; 3GPP 29.244,20.3.2,true,运营商 针对不同的组网，可以选择不同的接入方式，从而限定为不同用户划分不同网络服务。使用公用的用户名和密码进行认证场景下，可以减少配置过程，提高易用性。 用户 使用公用的用户名和密码进行认证场景下，如果没有输入用户名和密码或者输入有误的情况下仍能接入，提升体验。,yes
UNC:WSFD-011306,WSFD-011306,Radius功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,GGSN、PGW-C、SMF,business_policy,UNC 与RADIUS服务器之间，通过RADIUS协议实现RADIUS鉴权、RADIUS计费、RADIUS策略控制等功能。,"RADIUS协议可以实现验证、授权、计费功能（即AAA）。RADIUS功能应用在ADSL上网、小区宽带上网、IP电话、VPDN（Virtual Private Dialup Networks，基于拨号用户的虚拟专用拨号网业务）、移动电话预付费等场景。在 UNC 上，RADIUS功能应用于多个特性中：
- UNC将用户接入PDN的方式分成四种：透明接入、非透明接入、透明鉴权接入、本地鉴权接入。在用户接入PDN时，可以选择是否进行计费，并且根据接入方式决定是否鉴权：
- 透明接入时，不需要进行RADIUS鉴权。
- 非透明接入、透明鉴权接入、本地鉴权接入时，都需要RADIUS鉴权。
相关特性描述请参见 [WSFD-011305 Radius鉴权接入](../WSFD-011305 Radius鉴权接入/特性概述_50176278.md) 。
- UNC通过RADIUS地址分配方式为用户提供IP地址场景，RADIUS鉴权过程中通过AAA Server返回的Access-Accept消息中携带IP地址、IPv4地址池名称，或IPv6地址池名称。相关特性描述请参见[WSFD-010502 地址分配方式特性概述](../../会话管理功能/WSFD-010502 地址分配方式/WSFD-010502 地址分配方式特性概述_64915075.md)。
- UNC将RADIUS鉴权和计费消息在发送给AAA Server的同时，抄送给其他需要获取用户信息的服务器。相关特性描述请参见[WSFD-011307 支持Radius抄送功能特性概述](../WSFD-011307 支持Radius抄送功能/特性概述_33741340.md)。
- UNC将RADIUS鉴权和计费消息按照轮选的方式发送给多台AAA Server。相关特性描述请参见[WSFD-011308 AAA负荷分担特性概述](../WSFD-011308 AAA负荷分担/特性概述_14758811.md)。
RADIUS功能与相关特性如 [图1](#ZH-CN_CONCEPT_0231467848__fig3) 所示。
**图1** RADIUS功能与相关特性示意图
<br>
![](特性概述_31467848.assets/zh-cn_image_0253972252.png)",该特性会对每个使用RADIUS功能的用户进行单独处理，使用RADIUS功能的用户越多，该特性对系统的影响越大。,本特性无应用限制。,"| 规格名称 | 规格指标 |
| --- | --- |
| 整机最大支持AAA server个数 | 4000 |",3GPP 23.214; 3GPP 29.244; 3GPP 23.060; 3GPP 29.060; 3GPP 29.061; IETF 2865,20.3.0,true,运营商 - RADIUS计费功能可以实现移动运营商和Internet运营商分别收取费用。<br>- 通过RADIUS鉴权过程，实现RADIUS用户接入，同时满足ISP或者企业网对用户权限控制的要求。<br>- 从RADIUS服务器获取用户和业务的属性，并在UNC上对用户实施该策略，从而进行灵活的用户控制。 用户 用户不感知该特性。,yes
UNC:WSFD-011307,WSFD-011307,支持Radius抄送功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,GGSN、PGW-C、SMF,config_enable,RADIUS抄送功能（RADIUS Carbon-copy）主要用于将AAA计费消息在发送给AAA Server的同时，抄送给其他需要获取用户信息的服务器。,抄送服务器通过获取AAA消息中携带的IP地址、APN和MSISDN，及时了解用户的在线状况。,增加RADIUS抄送服务器对系统信令处理能力有消耗，增加的RADIUS抄送服务器越多，对系统信令处理能力的消耗越大 。用户在线时删除抄送服务器配置，可能造成抄送消息失败。,本特性无应用限制。,"| 规格名称 | 规格指标 |
| --- | --- |
| 每个RADIUS Server Group最多配置计费抄送服务器个数 | 64 |",3GPP 23.214; 3GPP 29.244; IETF 2865,20.3.0,true,运营商 替换现网AAA Server转发消息的方式，降低对AAA Server的性能要求。同步AAA信息到增值服务器，提升增值服务能力。 用户 用户不感知该特性。,yes
UNC:WSFD-011308,WSFD-011308,AAA负荷分担,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,GGSN、PGW-C、SMF,config_enable,AAA负荷分担是指 UNC 将RADIUS鉴权和计费消息按照轮选的方式发送给多台AAA Server。,用户数量增加，单台AAA Server的处理能力已经不足以支撑用户的鉴权和计费时，增加AAA Server数量来共同处理用户的鉴权/计费消息。,如果该特性在 UNC 中增加了轮选机制，对 UNC 的整体性能有极小影响，通常情况可以忽略。,要求运营商部署多台AAA Server。,"| 规格名称 | 规格指标 |
| --- | --- |
| 整机支持AAA server的最大配置 | 4000个 |
| 每个RADIUS group下支持主备鉴权服务器的最大配置 | 16对 |
| 每个RADIUS group下支持主备计费服务器的最大配置 | 16对 |",,20.3.2,true,运营商 负荷分担工作模式解决了单台AAA Server性能不足的问题，便于运营商平滑扩容。 用户 用户不感知该特性。,yes
UNC:WSFD-011309,WSFD-011309,支持用户属性反射,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,GGSN、PGW-C、SMF,config_enable,当用户的接入网络类型（RAT）/位置信息（ULI）/时区信息（MSTIMEZONE）发生变化时，UNC会把RAT/ULI/MSTIMEZONE值传递到CG、OCS和CHF，UNC根据RAT/ULI值进行区别计费。,该特性适用于根据用户属性反射信息，从而UNC进行不同业务控制和区别计费。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 29.060; 3GPP 32.298; 3GPP 32.299; 3GPP 23.214; 3GPP 29.244,20.3.0,true,运营商 根据不同的用户属性实时地切换不同的计费策略。 用户 该特性对用户不可见。,yes
UNC:WSFD-011310,WSFD-011310,PLMN标识获取,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,GGSN、SGW-C、PGW-C,config_enable,PLMN（Public Land Mobile Network）是运营商移动网络标识，由MCC和MNC组成。MCC (Mobile Country Code) 用于区分不同的国家或地区，MNC (Mobile Network Code) 用于区分不同的网络运营商。 UNC 支持通过将用户签约的PLMN标识、用户当前接入的网络的PLMN、网关的PLMN标识进行比较，识别用户的归属状态（本地用户、拜访用户、漫游用户），从而实施对应的计费和业务控制策略。,所有用户接入网络时， UNC 需要判断用户的归属状态，然后应用到之后的所有业务控制和处理流程中，包括业务选择、计费、QoS增强、路由、安全、业务统计等。,本特性对系统无影响。,本特性无应用限制。,"| 规格名称 | 规格指标 |
| --- | --- |
| SGSN/SGW-C/PGW-C IP与PLMN标识的映射关系表项数 | 5000 |",3GPP 23.060; 3GPP 29.060; 3GPP 29.061; 3GPP 24.008; 3GPP 23.214; 3GPP 29.244; IETF RFC 2865; IETF RFC 2460,20.3.0,true,运营商 获取用户的PLMN标识，识别不同用户的归属状态，对不同属性的用户实施相应的策略控制和计费，增加业务的多样性。 用户 进行更为灵活的业务体验。,yes
UNC:WSFD-011311,WSFD-011311,基于IMEI的NR差异化服务,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,,AMF,config_enable,本特性是指AMF在获取终端IMEISV后通过N2接口将IMEISV以“Masked IMEISV”信元形式发送给gNodeB，便于gNodeB基于终端的类型、软件版本进行无线侧网络质量分析，从而实现对不同终端的差异化控制。,运营商希望在无线5G SA网络实现在调度、状态控制、功率分配等方面对不同终端做差异化控制，以提升网络KPI提高用户满意度时建议开启本特性。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 36.413,20.9.2.5,true,运营商 可以基于终端的类型、软件版本对不同的终端做差异化控制，实现网络KPI提升。 用户 用户不感知该特性。,yes
UNC:WSFD-011400,WSFD-011400,UNC生命周期管理,UNC,20.15.2,true,UNC业务基本特性,,,All,protocol_base,WSFD-011401 UNC 实例化 是通过VNFM与容器管理器FusionStage协作，以容器的方式，为VNF实例分配所需的NFVI（Network Function Virtual Infrastructure）资源和部署VNF应用的过程。实例化是VNF生命周期中实现相关业务功能的必备操作，是网元实功能正常运行的基础。,VNF初始安装时，需要进行VNF功能部署，此时需要实例化。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,ETSI GS NFV-MAN 001; ETSI GS NFV-SWA 001,20.0.0,false,受益 受益描述 运营商 只需人工制作好部署模板，VNF实例化能自动化计算资源数，自动化部署业务上线，降低用户运维复杂度。 用户 用户不感知该特性。,yes
UNC:WSFD-011401,WSFD-011401,UNC实例化,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,,,,,,,,,,,,,no_docs
UNC:WSFD-011402,WSFD-011402,支持管理面触发的Scale in,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,,,,,,,,,,,,,no_docs
UNC:WSFD-011403,WSFD-011403,支持管理面触发的Scale Out,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,,,,,,,,,,,,,no_docs
UNC:WSFD-011404,WSFD-011404,UNC Termination,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,,,,,,,,,,,,,no_docs
UNC:WSFD-011406,WSFD-011406,高危命令防呆和提醒,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,,SGSN、MME、GGSN、SGW-C、PGW-C、AMF、SMF、NRF,config_enable,高危命令防呆和提醒是在日常维护时，通过资料帮助高危提示/新增明确参数和命令配置/OM弹框提示的方式，把“高危”命令的风险关在笼子里，让操作人员不要犯错，以规避潜在风险或使负面影响降到最低。,当操作人员需要进行日常维护操作包括告警监控、性能监控、故障处理等，可以通过此功能规避潜在风险，减少操作失误对系统或业务的影响。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.12.2,true,运营商 帮助运营商维护操作过程中，减少人为错误操作导致的不良影响，规避潜在风险，提升运营商形象。 用户 用户不感知该特性。,yes
UNC:WSFD-011407,WSFD-011407,运维特性增强,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,,AMF、SMF、NRF,config_enable,机器值守是在网元操作时，通过基于专家经验预置的KPI比对规则，比对网元变更前后KPI是否异常，并及时上报异常；采集网元操作前后的告警和状态（链路状态、路由状态等）并进行比对，从而帮助运维人员及时发现并修复故障，避免或者减少故障对业务的影响。,"运维特性增强可用于以下场景：
- 网元升级
- 网元割接
- 网元扩缩容
- 配置整改、参数调整等通用动网操作场景",本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.10.2,true,运营商 将网元操作过程中的所有性能指标、操作前后的告警比对结果和状态比对结果统一在界面呈现，减少了人工分别查看网元性能指标、告警信息和状态信息的操作，可以有效帮助运维人员判断操作是否异常，从而提高运维效率。 用户 用户不感知该特性。,yes
UNC:WSFD-011500,WSFD-011500,NSA组网,UNC,20.15.2,true,NSA业务基本特性,,,,,,,,,,,,,,no_docs
UNC:WSFD-011501,WSFD-011501,NSA(Opt.3)组网,UNC,20.15.2,false,NSA业务基本特性,WSFD-011500,,MME、SGW-C、PGW-C,config_enable,NSA Option3/3a/3x组网是指通过升级EPC核心网设备并在LTE无线网络叠加部署NR NodeB(gNodeB)的方式，将EPC网络向NSA网络架构平滑演进的组网解决方案。通过将用户面数据分流到gNodeB的方式，利用gNodeB的高带宽处理能力，为用户提供高速宽带无线业务。,"运营商现网已经部署4G网络，在向5G网络演进过程中，采用如下演进方案时可以部署本特性：
部署初期，将EPC核心网设备进行升级，无线网络叠加部署gNodeB。",本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23401; 3GPP 36413; 3GPP 37340,20.3.0,true,运营商 基于EPC核心网平滑向5G网络演进，缩短5G部署周期，节省设备投资。 用户 享受高速宽带无线业务。,yes
